snapshot,source_file,source_sha256,page,sl_no,project_code,legacy_ocms_code,pmgid,project_name,agency_raw,table_section,state,approval_month,start_month,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cum_cr,physical_progress_pct,parse_flags
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,111,615183,N06000208,7021,KHADIA EXPANSION [10 TO 16 MTP,Northern Coalfields Limited [NCL],Coal,"Multi-States (Madhya Pradesh, Uttar Pradesh)",2021-06,2021-06,2025-03,2027-03,491.67,491.67,276.75,55.57,MULTILINE_STATE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,112,400165,N06000249,3048,SUBHADRA OCP,Mahanadi Coalfields Limited [MCL],Coal,Odisha,2021-05,2021-05,2032-04,,1693.81,1693.81,1329.14,45.57,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,113,400166,N06000113,3045,SIARMAL OCP,Mahanadi Coalfields Limited [MCL],Coal,Odisha,2021-02,2021-02,2029-03,,5194.95,5194.95,3490.38,59.5,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,114,400183,N06000230,2997,BALARAM EXPANSION OCP,Mahanadi Coalfields Limited [MCL],Coal,Odisha,2020-08,2020-08,2029-03,,3504.21,3504.21,958.0,57.15,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,115,400185,N06000229,2994,GOPALJI KANIHA OCP [10 TO 30 M,MCL - CIL,Coal,Odisha,2022-04,2022-04,2030-03,,8416.19,6107.87,1771.98,34.54,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,116,400187,N06000167,2986,INTEGRATED LAKHANPUR-BELPAHAR-,Mahanadi Coalfields Limited [MCL],Coal,Odisha,2018-05,2018-05,2027-03,,2434.75,2434.75,2002.75,79.05,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,117,400392,N06000171,501,BHARATPUR RE-ORGANIZATION OCP,Mahanadi Coalfields Limited [MCL],Coal,Odisha,2018-11,2018-11,2029-03,,2838.86,2838.86,1711.38,52.0,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,118,615193,N06000112,7760,BASUNDHARA WEST EXTENSION OPEN,MCL - CIL,Coal,Odisha,2014-05,2014-05,2019-03,2029-03,479.15,479.15,281.57,67.58,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,119,615857,N06000203,,Naini Coal Mine,Singareni Collieries Company Limited [SCCL],Coal,Odisha,2020-03,2020-03,2026-03,,494.3,494.3,491.33,80.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,120,616226,N06000289,7097,INTEGRATED KULDA GARJANBAHAL O,Mahanadi Coalfields Limited [MCL],Coal,Odisha,2023-04,2023-04,2033-03,,3563.5,3563.5,672.78,6.18,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,121,616231,N06000286,9687,BHUBANESWARI EXPN OCP 50 MTY,MCL - CIL,Coal,Odisha,2024-03,2024-03,2033-03,,5366.27,5366.27,477.39,32.47,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,122,616232,N06000285,7365,HINGULA II OC EXPN PH III 15 M,MCL - CIL,Coal,Odisha,2022-11,2022-11,2029-03,,1561.85,1561.85,279.32,29.19,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,123,616233,N06000288,7366,BALABHADRA OCP,MCL - CIL,Coal,Odisha,2023-04,2023-04,2030-03,,978.44,978.44,251.55,15.24,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,124,618982,,10777,Talabira II & III OCP - FMC,NLC India Limited [NLCIL],Coal,Odisha,2022-10,2023-05,2026-06,,522.45,522.45,324.74,72.65,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,125,615818,N06000259,,Jawahar Khani Open Cast Mine,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2021-12,2021-12,2025-03,2027-03,297.88,297.88,47.48,20.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,126,615858,N06000213,,Kalyanikhani Opencast Project,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2016-03,2017-05,2026-03,,384.32,384.32,291.01,75.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,127,615860,N06000202,9915,Godavarikhani Coal Mine - 5,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2019-07,2019-05,2025-03,2026-03,607.04,607.04,200.06,71.0,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,128,615861,N06000211,,Indaram Opencast Project,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2017-08,2022-12,2025-03,2026-03,424.81,424.81,406.81,81.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,129,615862,N06000258,,Goleti Opencast Mine,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2021-07,2021-08,2026-03,,345.6,345.6,111.15,32.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,130,615863,N06000204,,Venkatesh Khani Coal Mine,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2020-10,2020-06,2026-03,,484.5,484.5,477.14,97.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,131,615865,N06000214,,Kakatiyakhani OC - 2 Project,Singareni Collieries Company Limited [SCCL],Coal,Telangana,2017-08,2017-09,2025-03,2026-03,442.42,442.42,252.26,63.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,60,132,400173,N06000236,3029,MOHANPUR EXPANSION OC -PHASE I,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2020-11,2020-11,2026-03,2030-03,888.99,888.99,142.55,31.52,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,133,400180,N06000244,3004,BONJEMEHARI EXPANSION OCP,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2021-08,2021-08,2026-03,2030-03,570.11,570.11,88.78,17.1,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,134,400181,N06000170,3001,NAKRAKONDA KUMARDIH- B OCP,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2018-08,2018-08,2029-03,,502.68,502.67,83.8,27.52,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,135,400182,N06000165,2998,SIDULI [OC & UG],ECL - CIL,Coal,West Bengal,2018-05,2018-05,2027-03,2030-03,535.18,535.17,5.74,14.61,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,136,400186,N06000276,2989,TILABONI UG,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2023-01,2023-01,2029-03,,749.08,749.07,53.88,11.9,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,137,400312,N06000223,995,JHANJRA EXPANSION UG,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2020-04,2020-04,2029-03,,1210.12,1210.12,619.6,45.48,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,138,400315,N06000220,966,SONEPUR BAZARI EXPANSION OCP [,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2021-07,2021-07,2029-03,,5365.88,5365.88,623.88,18.47,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,139,611016,N06000195,4835,2.0 MTPA BHOJUDIH NLW WASHERY,Ministry of Coal,Coal,West Bengal,2015-12,2019-03,2020-09,2026-05,384.57,384.57,363.14,97.6,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,140,612816,N06000272,5529,ITAPARA OCP,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2023-12,2023-12,2030-03,,929.1,929.1,71.23,8.35,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,141,613793,N06000191,,SHYAMSUNDARPUR UG INCLUDING SA,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2020-04,2020-04,2026-03,2028-03,483.65,483.65,77.79,16.79,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,142,613794,N06000277,,PARASEA-BELBAID UG PROJECT,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2023-01,2023-01,2028-03,,389.1,389.1,132.48,22.13,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,143,616230,N06000281,6881,PARASCOLE JAMBAD OCP,Eastern Coal Fields Limited [ECL],Coal,West Bengal,2024-11,2024-11,2037-03,,1193.55,1193.55,11.42,0.22,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,144,617299,N06000292,,50 MW Wind Power Project,NLC India Limited [NLCIL],Electricity Generation,Gujarat,2022-07,2024-01,2025-06,2026-01,383.84,383.84,328.56,51.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,145,617730,,10775,600 MW Khavda Solar Power Project,NLC India Limited [NLCIL],Electricity Generation,Gujarat,2023-08,2024-06,2026-06,,3335.85,3335.85,2171.16,40.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,146,618991,,10796,200 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],Electricity Generation,Gujarat,2022-07,2024-03,2026-12,,1221.41,1221.41,64.03,0.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,147,618992,,,100 MW SPP part of SECI 150 MW Hybrid,NLC India Limited [NLCIL],Electricity Generation,Gujarat,2022-07,2024-04,2026-12,,480.68,480.68,2.62,1.2,NO_LEGACY_CODE;NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,148,400231,N06000270,2059,NLC Talabira Thermal Power Project,NLC India Limited [NLCIL],Electricity Generation,Odisha,2017-01,2024-01,2030-03,,27212.96,27213.0,3454.06,2.1,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,149,612819,N06000269,5525,300 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],Electricity Generation,Rajasthan,2022-07,2023-03,2024-09,2025-12,1813.0,1813.0,1753.07,100.0,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,150,618981,,10776,810 MW Solar Power Project - Rajasthan,NLC India Limited [NLCIL],Electricity Generation,Rajasthan,2024-10,2025-09,2028-03,,4147.07,4147.07,224.77,0.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,151,615327,N06000279,,50 MW Solar PP Minedout Area,NLC India Limited [NLCIL],Electricity Generation,Tamil Nadu,2023-08,2024-02,2025-03,2025-12,218.03,218.03,169.95,100.0,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,152,400259,N06000152,1665,Ghatampur Thermal Power Plant 3 X 660 MW,NLC India Limited [NLCIL],Electricity Generation,Uttar Pradesh,2016-07,2016-08,2020-11,2026-03,17237.8,21780.9,21237.52,95.68,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,61,153,400203,,2277,Dharamjaigarh-Korba,Railway,Railways,Chhattisgarh,2018-05,2017-03,2026-12,2026-08,1686.22,2438.53,625.77,43.5,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,154,400416,,371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],Ministry of Coal,Railways,Jharkhand,2018-02,2022-05,2025-06,2026-06,1799.64,2564.34,1713.19,71.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,155,400192,,2418,Tubed Coal Mine,Damodar Valley Corporation,Coal,Jharkhand,2016-07,2016-10,2026-05,2026-05,1581.0,1581.0,601.03,36.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,156,603293,N18000367,2576,Badam Coal Mining project of NTPC,National Thermal Power Corporation [NTPC],Coal,Jharkhand,2019-02,2019-09,2056-12,2027-04,502.0,784.0,471.08,67.86,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,157,602182,N18000362,4934,Dibang Multipurpose Project,National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Arunachal Pradesh,2023-02,2023-02,2032-02,2032-02,31876.39,31876.4,4593.04,17.43,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,158,611698,,7620,240MW Heo HE Project,North Eastern Electric Power Corporation Limited,Electricity Generation,Arunachal Pradesh,2024-12,2025-05,2029-07,,1938.85,1938.85,96.94,4.95,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,159,611699,,7621,186 MW Tato-I H E Project,North Eastern Electric Power Corporation Limited,Electricity Generation,Arunachal Pradesh,2024-12,2025-05,2029-07,,1750.07,1750.07,73.91,5.04,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,160,611716,,9690,700 MW Tato-II HE Project,North Eastern Electric Power Corporation Limited,Electricity Generation,Arunachal Pradesh,2025-09,2025-09,2031-09,,8146.21,8146.21,243.25,6.41,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,161,619311,,12136,Kalai-II Hydro Electric Project [1200 MW],THDC India Limited,Electricity Generation,Arunachal Pradesh,2026-04,2026-04,2032-10,,14105.83,14105.8,187.16,0.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,162,602579,N18000194,2361,Buxar Thermal Power Project [1320 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Electricity Generation,Bihar,2019-03,2019-06,2024-01,2026-05,10439.09,13756.6,13370.07,94.33,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,163,619051,,,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",National Thermal Power Corporation [NTPC],Electricity Generation,Bihar,2024-11,2025-03,2030-07,,29948.0,29948.0,2676.55,10.17,NO_LEGACY_CODE;NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,164,611930,N18000381,5493,Lara Super Thermal Power Project Stage-II [2 x 800 MW],National Thermal Power Corporation [NTPC],Electricity Generation,Chhattisgarh,2023-08,2023-08,2028-06,2028-09,15530.0,16106.0,4787.3,28.6,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,165,617188,,9706,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",National Thermal Power Corporation [NTPC],Electricity Generation,Chhattisgarh,2024-09,2024-09,2029-09,,9791.0,9791.0,1619.63,18.91,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,166,709747,N18000297,,Bagodara Solar Power Project,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Electricity Generation,Gujarat,2021-03,2021-05,2025-12,2025-12,339.35,339.35,370.0,51.86,NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,167,602582,N18000291,2370,Dhaulasidh Hydro Electric Project [66 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Electricity Generation,Himachal Pradesh,2020-10,2021-05,2025-11,2027-03,687.97,1561.21,1107.31,77.51,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,168,602593,N18000279,2367,Luhri Stage-I Hydro Electric Project [210 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Electricity Generation,Himachal Pradesh,2020-11,2020-11,2026-01,2030-02,1810.56,4681.64,1924.48,51.32,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,169,611586,N18000344,5062,Sunni Dam Hydro Electric Project [382 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Electricity Generation,Himachal Pradesh,2023-01,2023-01,2028-04,2029-12,2614.51,4925.87,1083.85,33.98,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,170,602525,N18000172,1425,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Jammu and Kashmir,2014-10,2018-02,2020-04,2026-12,8112.12,12728.0,9114.12,80.5,MULTILINE_STATE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,171,602532,N18000278,2412,Kiru HE Project,National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Jammu and Kashmir,2019-03,2020-02,2023-09,2026-12,4287.59,5409.0,3733.26,83.46,MULTILINE_STATE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,172,602535,N18000324,2421,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Jammu and Kashmir,2021-02,2022-01,2026-02,2028-11,5281.94,5281.94,1566.39,29.85,MULTILINE_STATE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,62,173,605155,N18000363,4177,Kwar HE Project,National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Jammu and Kashmir,2022-05,2022-11,2026-11,2028-03,4526.12,4526.12,1569.55,34.21,MULTILINE_STATE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,174,400261,N18000275,1639,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],National Thermal Power Corporation [NTPC],Electricity Generation,Jharkhand,2017-11,2017-11,2023-03,2027-02,18668.0,20302.0,18690.0,88.74,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,175,611509,,7414,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",Damodar Valley Corporation,Electricity Generation,Jharkhand,2023-04,2024-11,2029-03,,14358.0,14358.0,1890.03,11.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,176,618976,,10793,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",National Thermal Power Corporation [NTPC],Electricity Generation,Madhya Pradesh,2024-11,2025-05,2030-03,,20446.0,20446.0,1721.18,7.5,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,177,602096,180100221,2415,Subansiri Lower HE Project [2000 MW],National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,"Multi-States (Arunachal Pradesh, Assam)",2003-09,2005-01,2010-09,2026-05,6285.33,26075.5,26150.32,97.64,MULTILINE_STATE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,178,602961,N18000364,3450,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,National Thermal Power Corporation [NTPC],Electricity Generation,Odisha,2022-08,2022-09,2027-05,2028-03,11843.75,12543.0,6454.35,50.2,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,179,619056,,,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",National Thermal Power Corporation [NTPC],Electricity Generation,Odisha,2025-11,2025-11,2031-01,,11131.0,11131.0,460.85,1.95,NO_LEGACY_CODE;NO_PMGID
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,180,602181,N18000325,2419,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Sikkim,2019-03,2020-03,2024-03,2027-12,5748.04,5748.04,4356.15,72.51,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,181,605156,N18000326,2408,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,National Hydroelectric Power Corporation Limited [NHPC],Electricity Generation,Sikkim,2021-03,2021-08,2024-05,2025-12,938.29,1828.11,1625.93,96.53,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,182,612142,N18000382,7569,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",National Thermal Power Corporation [NTPC],Electricity Generation,Uttar Pradesh,2024-03,2024-03,2030-02,,17195.0,17195.0,3306.21,19.8,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,183,602185,N18000014,1452,Tapovan-Vishnugad HEP [4x130 MW],National Thermal Power Corporation [NTPC],Electricity Generation,Uttarakhand,2006-11,2006-11,2013-03,2029-04,2978.0,10907.3,7715.24,77.0,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,184,602195,N18000042,157,Vishnugad Pipalkoti Hydro Electric Project [444 MW],THDC India Limited,Electricity Generation,Uttarakhand,2008-08,2014-01,2022-12,2027-09,3860.35,6405.08,5429.35,80.0,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,185,400062,,4195,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",Damodar Valley Corporation,Electricity Generation,West Bengal,2023-01,2025-02,2029-06,,17673.0,17673.0,1950.25,9.4,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,186,602184,N18000178,1453,Rammam-III HEPP [3x40 MW],National Thermal Power Corporation [NTPC],Electricity Generation,West Bengal,2014-09,2014-09,2019-09,2029-03,1381.84,2865.56,1568.56,55.06,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,187,602538,,2463,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,Damodar Valley Corporation,Electricity Generation,West Bengal,2019-06,2021-02,2024-01,2026-05,1037.0,1106.0,1133.78,96.0,NO_LEGACY_CODE
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,188,611967,N18000380,5451,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Power Grid Corporation of India Limited [POWERGRID],Transmission & Distribution,Andhra Pradesh,2023-09,2023-09,2025-09,2026-05,823.0,823.0,798.31,98.34,
2026-04,Flash_Report_April_2026.pdf,1b7b0b3dee8e0316aa25c440180e548488853ff1598fe7a2ec1c4a56735d0f80,63,189,617183,N18000416,7488,Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],Transmission & Distribution,Andhra Pradesh,2025-03,2025-03,2027-12,,2886.0,2886.0,721.48,26.19,
